72,acura,10,266570.0
72,buick,14,288715.0
72,chevrolet,63,1137895.0
72,ford,60,1114309.0
72,gmc,19,461110.0
72,honda,22,229608.0
72,jeep,36,708840.0
72,lexus,12,342680.0
72,lincoln,11,289760.0
72,nissan,28,311259.0
72,ram,23,695450.0
72,subaru,17,189452.0
72,toyota,38,637929.0
73,chevrolet,56,2318420.0
73,dodge,20,377554.0
73,ford,123,4237909.0
73,gmc,24,903586.0
73,honda,11,225904.0
73,jeep,20,529339.0
73,mitsubishi,12,264834.0
73,nissan,18,435863.0
73,ram,39,1561844.0
73,subaru,13,199470.0
73,toyota,36,790733.0
74,bmw,16,465848.0
74,buick,18,159950.0
74,cadillac,19,320464.0
74,chevrolet,207,27589802.0
74,chrysler,17,97685.0
74,dodge,54,381362.0
74,ford,225,3662267.0
74,gmc,57,1011517.0
74,honda,16,214429.0
74,hyundai,13,60469.0
74,jaguar,12,416445.0
74,jeep,46,562701.0
74,kia,13,52190.0
74,lincoln,10,96000.0
74,mercedes-benz,21,501395.0
74,nissan,76,919856.0
74,ram,44,1181637.0
74,rover,13,644430.0
74,toyota,34,636960.0
74,volkswagen,19,198174.0
75,acura,14,370955.0
75,audi,14,555030.0
75,bmw,30,746163.0
75,buick,12,224760.0
75,chevrolet,88,5820457.0
75,dodge,13,200588.0
75,ford,108,2775985.0
75,gmc,19,581268.0
75,honda,23,257794.0
75,hyundai,21,180200.0
75,jeep,28,766382.0
75,lexus,18,355440.0
75,mercedes-benz,20,386670.0
75,mitsubishi,12,157050.0
75,nissan,43,684705.0
75,ram,53,1611356.0
75,toyota,51,942173.0
75,volkswagen,12,168590.0
76,chevrolet,11,206234.0
76,ford,24,521363.0
77,audi,11,449890.0
77,chevrolet,16,442725.0
77,ford,21,487250.0
77,toyota,20,194980.0
78,cadillac,14,415684.0
78,chevrolet,70,752536.0
78,ford,60,842351.0
78,gmc,17,277290.0
78,jeep,21,378686.0
78,nissan,32,249895.0
78,ram,10,172821.0
78,toyota,13,227360.0
78,volkswagen,11,104140.0
79,chevrolet,12,265568.0
79,ford,26,516795.0
79,nissan,12,196820.0
8,acura,12,335650.0
8,bmw,13,237592.0
8,buick,14,157447.0
8,cadillac,13,308258.0
8,chevrolet,108,2068917.0
8,dodge,24,358518.0
8,ford,166,3861868.0
8,gmc,26,538633.0
8,honda,27,267005.0
8,hyundai,14,132933.0
8,jeep,37,704728.0
8,kia,14,101757.0
8,lexus,17,392731.0
8,mercedes-benz,13,354403.0
8,nissan,28,460388.0
8,ram,58,2399639.0
8,subaru,18,160855.0
8,toyota,44,788954.0
80,acura,40,741129.0
80,audi,61,1290487.0
80,bmw,128,2358126.0
80,buick,38,356044.0
80,cadillac,49,1069708.0
80,chevrolet,340,4814780.0
80,chrysler,42,425160.0
80,dodge,112,1295619.0
80,ford,495,8060871.0
80,gmc,106,1574762.0
80,honda,120,1253404.0
80,hyundai,89,762089.0
80,infiniti,52,867410.0
80,jeep,122,2216420.0
80,kia,47,378557.0
80,lexus,78,1600211.0
80,lincoln,24,295765.0
80,mazda,28,315540.0
80,mercedes-benz,143,3177024.0
80,mini,14,205718.0
80,mitsubishi,17,163308.0
80,nissan,188,1869130.0
80,porsche,10,346542.0
80,ram,88,1806132.0
80,rover,23,596880.0
80,subaru,26,490496.0
